# wme_scene_export  D:\Program Files\Slam-Model\data\rgbd_dataset_freiburg1_desk
# 좌표계는 카메라 좌표계. 뷰어가 각 시스템의 추정 포즈로 옮긴다.
# PLANE	frame	nx	ny	nz	d	cx	cy	cz	extent	rms	inliers	conf
# BOX	frame	class	conf	cx	cy	cz	sx	sy	sz
PLANE	20	-0.42409	-0.45444	0.78335	1.07718	-0.35398	-0.24976	1.03857	0.20285	0.00878	2511	0.85065
PLANE	20	0.00687	0.70254	0.71161	1.52631	0.32798	0.47746	1.67034	0.29208	0.01127	2630	0.81612
PLANE	20	0.01917	0.67903	0.73386	0.80024	-0.06415	-0.02362	1.11399	0.42566	0.01501	8745	0.76911
BOX	20	tv	0.79780	-0.41107	-0.25716	1.01920	0.43345	0.46572	0.24520
BOX	20	mouse	0.70231	-0.48849	0.08333	1.00820	0.13253	0.06247	0.05840
PLANE	25	-0.50869	-0.40203	0.76132	1.13100	-0.38825	-0.20458	1.11813	0.22797	0.00892	2278	0.84859
PLANE	25	0.02419	0.74880	0.66235	1.55283	0.32713	0.51801	1.74685	0.28604	0.01141	2247	0.81420
PLANE	25	0.04317	0.71900	0.69367	0.83480	-0.10684	0.00021	1.20988	0.46340	0.01561	8035	0.76203
BOX	25	keyboard	0.44205	-0.34977	0.27695	0.93680	0.45454	0.24306	0.18680
BOX	25	tv	0.43109	-0.46207	-0.18503	1.10080	0.43197	0.48383	0.30960
PLANE	30	-0.45759	-0.38269	0.80260	1.18090	-0.37360	-0.16831	1.17810	0.17643	0.00629	2122	0.88828
PLANE	30	0.46283	-0.52695	0.71282	1.70677	0.09484	-0.64444	1.85641	0.55074	0.00784	2288	0.86449
PLANE	30	0.02568	0.78939	0.61336	1.56162	0.45326	0.56188	1.80391	0.28127	0.01225	1904	0.80321
PLANE	30	0.04408	0.76443	0.64319	0.85095	-0.09386	0.04677	1.27386	0.48896	0.01690	7588	0.74743
BOX	30	keyboard	0.57733	-0.10580	0.19521	1.13680	0.50763	0.29935	0.33000
BOX	30	tv	0.51980	-0.42978	-0.17601	1.19120	0.56186	0.44283	0.32360
BOX	30	keyboard	0.47864	0.12374	-0.27968	1.62640	0.28925	0.12911	0.23320
BOX	30	mouse	0.42675	-0.64158	0.25503	1.07360	0.03943	0.13304	0.12680
PLANE	35	0.58144	-0.49849	0.64299	1.78348	0.29272	-0.67687	1.98426	0.57279	0.01007	1580	0.83238
PLANE	35	-0.33022	-0.38936	0.85985	1.20756	-0.05272	-0.09115	1.34285	0.35383	0.01155	2155	0.81237
PLANE	35	0.05427	0.74856	0.66084	0.88277	0.05457	0.05349	1.27075	0.48600	0.01825	7069	0.73258
PLANE	35	-0.00012	0.64467	0.76446	1.70918	0.53077	0.54112	1.77955	0.33351	0.01846	1020	0.73035
BOX	35	mouse	0.36623	-0.19186	0.10235	1.23840	0.12209	0.05755	0.13680
BOX	35	laptop	0.32416	-0.46846	-0.01430	1.08360	0.39799	0.61894	0.40000
BOX	35	keyboard	0.30462	0.12433	0.16308	1.18320	0.51691	0.29553	0.32360
PLANE	40	-0.09484	-0.37358	0.92274	1.24209	0.12261	-0.12222	1.30922	0.34691	0.01513	1872	0.76768
PLANE	40	0.04540	0.80620	0.58989	0.83359	-0.02554	0.14577	1.21587	0.44604	0.01553	5884	0.76303
PLANE	40	0.04286	0.80932	0.58581	0.75817	0.20407	-0.19212	1.54472	0.71987	0.01744	2092	0.74139
BOX	40	laptop	0.77623	-0.37178	-0.02365	1.07960	0.58644	0.63128	0.46440
BOX	40	tv	0.61809	0.11377	-0.22447	1.26960	0.42704	0.38348	0.17082
PLANE	45	0.01974	-0.43311	0.90113	1.19052	0.24782	-0.19314	1.22288	0.29932	0.01043	2119	0.82739
PLANE	45	0.02402	0.81943	0.57267	0.82046	-0.02697	0.13447	1.24140	0.54061	0.01593	6410	0.75835
BOX	45	mouse	0.65882	0.24047	0.11269	1.23340	0.12637	0.07403	0.11640
BOX	45	laptop	0.62504	-0.22791	-0.09350	1.18320	0.77766	0.68957	0.62760
BOX	45	laptop	0.49383	0.47792	-0.10453	1.24640	0.58308	0.54541	0.23323
BOX	45	keyboard	0.33381	0.16184	0.26400	1.03540	0.66651	0.34883	0.32560
