# wme_scene_export  D:\Program Files\Slam-Model\data\rgbd_dataset_freiburg3_sitting_xyz
# 좌표계는 카메라 좌표계. 뷰어가 각 시스템의 추정 포즈로 옮긴다.
# PLANE	frame	nx	ny	nz	d	cx	cy	cz	extent	rms	inliers	conf
# BOX	frame	class	conf	cx	cy	cz	sx	sy	sz
PLANE	0	0.00746	-0.07407	0.99723	2.95095	-0.34697	0.09620	2.96890	0.57537	0.01951	2298	0.71931
PLANE	0	-0.04645	-0.00797	0.99889	2.83267	0.45192	-0.01011	2.85675	0.65425	0.02140	808	0.70030
PLANE	0	0.05216	-0.00157	0.99864	2.71752	-0.04132	0.16794	2.72365	0.52350	0.02183	705	0.69607
PLANE	0	0.02454	-0.10513	0.99416	1.74407	-0.40327	0.43640	1.81042	0.60887	0.02205	1013	0.69401
BOX	0	person	0.90757	-0.81740	0.30383	2.10300	0.87985	1.15837	1.85200
BOX	0	tv	0.89942	0.42326	0.11972	2.70100	0.68610	0.47588	0.27444
BOX	0	tv	0.89720	-0.65945	0.09186	2.76700	0.47030	0.37461	0.18812
BOX	0	person	0.89343	0.51548	0.38099	2.01600	1.18234	0.94593	2.12400
BOX	0	mouse	0.53100	-0.36044	0.43357	2.50300	0.07480	0.05570	0.21400
BOX	0	keyboard	0.35031	-0.63881	0.36532	2.45000	0.42557	0.09088	0.21400
PLANE	5	0.01600	-0.08072	0.99661	2.95042	-0.32805	0.07521	2.97182	0.58041	0.01907	2329	0.72391
PLANE	5	-0.05778	0.01208	0.99826	2.81610	0.25001	-0.00054	2.83549	0.75705	0.01978	962	0.71653
PLANE	5	0.03287	-0.12411	0.99172	1.73023	-0.33553	0.42024	1.80838	0.65383	0.02198	1059	0.69460
PLANE	5	0.04347	0.00373	0.99905	2.71595	0.13441	0.16771	2.71207	0.43394	0.02317	547	0.68334
BOX	5	person	0.90267	0.51705	0.37664	1.99300	1.17629	0.94254	2.07800
BOX	5	tv	0.90246	0.43587	0.10469	2.70100	0.69114	0.48590	0.27646
