# wme_scene_export  D:\Program Files\Slam-Model\data\rgbd_dataset_freiburg3_sitting_halfsphere
# 좌표계는 카메라 좌표계. 뷰어가 각 시스템의 추정 포즈로 옮긴다.
# PLANE	frame	nx	ny	nz	d	cx	cy	cz	extent	rms	inliers	conf
# BOX	frame	class	conf	cx	cy	cz	sx	sy	sz
PLANE	0	-0.01294	0.95856	0.28458	1.43540	0.67638	0.64745	2.89380	1.08895	0.01366	1515	0.78547
PLANE	0	-0.00266	-0.19913	0.97997	2.69059	-0.62746	-0.07970	2.72769	0.61974	0.01847	1418	0.73026
PLANE	0	-0.08257	-0.24261	0.96660	1.64537	-0.37496	0.41325	1.77391	0.29726	0.01897	743	0.72498
PLANE	0	-0.01548	0.81802	0.57498	2.02690	-0.10222	-0.02642	3.55997	2.42849	0.01934	558	0.72113
PLANE	0	0.02842	-0.03657	0.99893	2.42457	-0.24256	-0.16645	2.42798	0.57497	0.02038	613	0.71039
PLANE	0	-0.01335	0.02114	0.99969	2.57349	-0.42225	-0.51595	2.57956	0.66768	0.02126	1771	0.70164
BOX	0	tv	0.90151	-1.21081	-0.25036	2.45000	0.50794	0.37713	0.20318
BOX	0	person	0.89974	-0.13311	0.21280	2.09000	1.46776	1.32175	1.90000
BOX	0	tv	0.86866	-0.10644	-0.26125	2.46700	0.65430	0.47126	0.26172
BOX	0	mouse	0.68030	-0.87422	0.12061	2.21200	0.08676	0.05743	0.33200
BOX	0	keyboard	0.65497	-1.13545	0.06564	2.22600	0.39082	0.08670	0.52400
PLANE	5	-0.00518	0.94570	0.32500	1.46256	0.46540	0.63435	2.66179	1.03223	0.01408	2547	0.78030
PLANE	5	-0.07929	-0.29020	0.95368	2.69245	-0.87723	-0.03729	2.73895	0.47468	0.01422	1088	0.77852
PLANE	5	-0.07553	-0.24299	0.96708	1.65300	-0.34938	0.37479	1.77615	0.26855	0.01807	689	0.73453
PLANE	5	-0.03955	-0.13538	0.99000	2.63055	-0.48511	-0.63854	2.55042	0.59661	0.01931	2093	0.72139
PLANE	5	0.03889	-0.01916	0.99906	2.40496	-0.33558	-0.32181	2.41412	0.49979	0.02125	689	0.70177
BOX	5	person	0.89203	-0.15654	0.16629	2.09000	1.45996	1.36052	1.76200
BOX	5	tv	0.87805	-0.14354	-0.34324	2.43200	0.64956	0.48261	0.25983
BOX	5	tv	0.85945	-1.21607	-0.32293	2.41500	0.45558	0.37175	0.18223
BOX	5	mouse	0.76126	-0.89579	0.06643	2.18400	0.09382	0.05671	0.24600
BOX	5	person	0.66967	-1.04405	0.39864	1.94700	0.24001	0.54164	2.05400
BOX	5	keyboard	0.57176	-1.15775	0.00997	2.24100	0.36415	0.09144	0.47600
BOX	5	mouse	0.44201	-0.73424	-0.01937	2.27100	0.05938	0.05897	0.38200
BOX	5	keyboard	0.38551	-0.20414	0.03055	2.22600	0.33261	0.07431	0.23200
PLANE	10	-0.11596	-0.30386	0.94563	2.67796	-0.98627	0.15401	2.76046	0.45644	0.01366	723	0.78539
PLANE	10	-0.00065	0.93973	0.34191	1.47862	0.50801	0.58566	2.71589	1.04947	0.01505	2974	0.76861
PLANE	10	-0.01608	0.92520	0.37914	0.87086	-0.52987	0.08430	2.06874	0.44659	0.01637	1112	0.75333
PLANE	10	-0.00200	0.08338	0.99652	2.36333	-0.62974	-0.48911	2.41125	0.59090	0.02176	1170	0.69672
PLANE	10	-0.03218	-0.13258	0.99065	2.60608	-0.37381	-0.56231	2.54328	0.60509	0.02217	1831	0.69280
BOX	10	person	0.87145	-0.21968	0.16148	2.07800	1.47098	1.36041	1.71200
BOX	10	tv	0.86514	-0.21767	-0.35845	2.39800	0.65840	0.46252	0.26336
BOX	10	mouse	0.84305	-0.93916	0.06396	2.10300	0.09427	0.06240	0.28400
BOX	10	tv	0.79797	-1.22890	-0.32064	2.34900	0.35099	0.35723	0.14040
BOX	10	keyboard	0.53201	-1.16316	0.01749	2.14300	0.23615	0.07949	0.37000
BOX	10	person	0.45419	-1.24556	0.48492	2.25600	0.20647	0.58994	2.09600
BOX	10	mouse	0.41398	-0.59418	-0.06479	2.17000	0.07701	0.06037	0.65800
PLANE	15	-0.11316	-0.31740	0.94152	2.61014	-0.68233	-0.42042	2.54853	0.61575	0.01499	2172	0.76936
PLANE	15	-0.01892	0.93726	0.34812	1.50152	0.60275	0.55536	2.85076	1.04669	0.01559	2876	0.76227
PLANE	15	-0.03305	0.06378	0.99742	2.39497	-0.49870	-0.32251	2.40527	0.74149	0.02315	1592	0.68350
BOX	15	person	0.90395	-0.29204	0.18204	2.02800	1.45452	1.30887	1.65200
BOX	15	tv	0.85078	-1.25966	-0.32048	2.30100	0.23208	0.36273	0.09283
BOX	15	tv	0.84283	-0.30523	-0.35352	2.36500	0.66259	0.46493	0.26504
BOX	15	mouse	0.76997	-1.03680	0.07520	2.09000	0.08978	0.06202	0.24600
BOX	15	keyboard	0.54191	-1.18073	0.02106	2.10300	0.15319	0.09361	0.35600
BOX	15	person	0.37230	-1.27911	0.65597	2.21200	0.08676	0.30768	1.26000
BOX	15	keyboard	0.34973	-0.34672	0.03159	2.15600	0.33021	0.07597	0.22000
PLANE	20	-0.09155	-0.33681	0.93711	2.58837	-0.65014	-0.54430	2.50293	0.57507	0.01430	1706	0.77765
PLANE	20	-0.03657	0.91872	0.39320	1.51167	0.44349	0.51128	2.69112	1.09569	0.01489	3712	0.77050
PLANE	20	0.01201	-0.01121	0.99987	2.29298	-0.45704	-0.46593	2.29355	0.55750	0.01974	768	0.71698
PLANE	20	-0.03577	0.02511	0.99904	2.39485	-0.41416	-0.51839	2.39534	0.71290	0.02136	1769	0.70070
BOX	20	person	0.88214	-0.27500	0.11810	2.02800	1.45074	1.32392	1.55400
BOX	20	tv	0.88008	-1.24324	-0.43213	2.27100	0.22905	0.37064	0.09162
BOX	20	tv	0.87313	-0.29239	-0.45691	2.33300	0.66234	0.46729	0.26494
BOX	20	mouse	0.37372	-1.02826	-0.02336	2.06500	0.09642	0.06511	0.21800
PLANE	25	-0.05201	0.89472	0.44360	1.54682	0.21329	0.55704	2.38845	0.94842	0.01204	3844	0.80600
PLANE	25	-0.09393	-0.42617	0.89976	2.55171	-0.68809	-0.60867	2.47588	0.54911	0.01412	1645	0.77978
PLANE	25	-0.02093	-0.00429	0.99977	2.39833	-0.31623	-0.56289	2.38984	0.71109	0.02270	1596	0.68773
PLANE	25	0.01081	-0.06426	0.99787	2.28301	-0.30801	-0.40176	2.26534	0.47979	0.02316	748	0.68339
BOX	25	person	0.89706	-0.25503	0.02938	2.00500	1.44552	1.25312	1.58000
BOX	25	tv	0.84094	-0.26301	-0.53038	2.28600	0.66180	0.48756	0.26472
BOX	25	tv	0.82424	-1.22263	-0.53033	2.24100	0.23440	0.37405	0.11800
BOX	25	mouse	0.74095	-1.01862	-0.10570	2.06500	0.09257	0.06128	0.23800
BOX	25	keyboard	0.47512	-0.34635	-0.13069	2.12900	0.30221	0.08292	0.24400
BOX	25	keyboard	0.41765	-1.15746	-0.16698	2.06500	0.15428	0.08425	0.28800
BOX	25	person	0.35287	-1.16012	0.53055	2.01600	0.09037	0.51223	0.92000
PLANE	30	-0.04603	0.86363	0.50201	1.54191	0.21563	0.41582	2.37587	0.98496	0.01229	5788	0.80271
PLANE	30	-0.06146	0.84189	0.53614	0.92868	-0.53064	-0.23731	2.04396	0.46771	0.01693	1379	0.74702
PLANE	30	0.03075	-0.02913	0.99910	2.28414	-0.48582	-0.58292	2.28415	0.54095	0.02047	771	0.70947
PLANE	30	-0.04287	-0.70491	0.70800	2.05307	-0.63402	-0.39488	2.46825	0.64858	0.02202	773	0.69428
BOX	30	tv	0.89310	-0.20622	-0.69810	2.22600	0.66938	0.48302	0.26775
BOX	30	person	0.85340	-0.20138	-0.11126	1.99300	1.42942	1.25302	1.58400
BOX	30	tv	0.84860	-1.18615	-0.69166	2.21200	0.27268	0.38562	0.23200
BOX	30	person	0.63335	-1.19718	0.26191	2.14300	0.16811	0.83065	1.59400
BOX	30	keyboard	0.58337	-1.12059	-0.30494	2.04000	0.19813	0.09837	0.17000
BOX	30	mouse	0.58213	-0.94549	-0.24153	2.01600	0.09037	0.05982	0.18600
BOX	30	keyboard	0.41103	-0.28340	-0.26590	2.09000	0.30839	0.07752	0.15200
PLANE	35	-0.05721	0.83932	0.54061	1.56610	0.22068	0.35222	2.37342	1.02984	0.01267	6414	0.79780
PLANE	35	-0.04089	-0.55461	0.83111	2.48069	-0.65293	-0.80850	2.41316	0.38986	0.01391	1038	0.78236
PLANE	35	-0.04494	-0.76151	0.64660	1.96741	-0.52398	-0.50146	2.41572	0.61104	0.02297	999	0.68521
BOX	35	person	0.83377	-0.17160	-0.16300	1.99300	1.45176	1.26780	1.55600
BOX	35	tv	0.82947	-1.15890	-0.76391	2.18400	0.29370	0.38884	0.13800
BOX	35	tv	0.81101	-0.16873	-0.72601	2.19800	0.67328	0.54216	0.26931
BOX	35	keyboard	0.71893	-1.10453	-0.37649	2.02800	0.21591	0.08651	0.09800
BOX	35	mouse	0.65398	-0.90688	-0.30531	1.98100	0.08880	0.06246	0.20800
BOX	35	person	0.39804	-1.17617	0.17816	2.11600	0.17785	0.80841	1.95000
BOX	35	remote	0.37256	-1.10453	-0.37837	2.02800	0.21591	0.08274	0.12400
PLANE	40	-0.07558	0.81628	0.57269	1.58613	0.15104	0.35158	2.28843	0.95433	0.01211	6806	0.80497
PLANE	40	-0.08335	0.80238	0.59096	0.93309	-0.48589	-0.36791	2.00995	0.44101	0.01499	1546	0.76940
PLANE	40	-0.04437	-0.57467	0.81718	2.46984	-0.71575	-0.74231	2.46151	0.42008	0.01577	923	0.76019
BOX	40	person	0.88618	-0.17741	-0.21167	1.91500	1.41282	1.20753	1.63800
BOX	40	tv	0.83840	-1.16363	-0.83146	2.17000	0.26750	0.33001	0.34000
BOX	40	tv	0.78379	-0.16953	-0.77811	2.15600	0.67652	0.41585	0.30600
BOX	40	mouse	0.72176	-0.90617	-0.36659	1.93600	0.09040	0.06822	0.24400
BOX	40	person	0.66234	2.31953	-2.88180	6.75300	0.37839	0.41330	0.15136
BOX	40	person	0.60959	-1.21429	0.11228	2.17000	0.16617	0.84112	1.48800
BOX	40	keyboard	0.48236	-0.24805	-0.38628	2.04000	0.32768	0.09458	0.17000
BOX	40	keyboard	0.43540	-1.12250	-0.46006	2.04000	0.19432	0.10593	0.40000
BOX	40	chair	0.32507	0.01020	0.49205	1.88300	0.62603	0.59717	0.71400
PLANE	45	-0.09820	0.77233	0.62758	1.61421	0.18784	0.25023	2.29357	1.00566	0.01220	8159	0.80390
PLANE	45	-0.10657	0.76220	0.63850	0.94236	-0.53438	-0.52458	2.01290	0.45954	0.01556	1926	0.76269
BOX	45	mouse	0.75255	-0.90991	-0.47798	1.87300	0.09096	0.06253	0.20800
BOX	45	tv	0.73414	-0.17356	-0.84009	2.15600	0.67652	0.29989	0.27061
BOX	45	person	0.70783	-0.18226	-0.28519	1.87300	1.40632	1.12199	1.54600
BOX	45	keyboard	0.67172	-0.19323	-0.49121	2.00500	0.47560	0.11527	0.21200
BOX	45	tv	0.57765	-1.15246	-0.88337	2.11600	0.22527	0.16875	0.15600
BOX	45	person	0.54380	-1.16608	0.11384	2.05300	0.12270	0.52924	1.02600
BOX	45	remote	0.44911	-1.08154	-0.56945	1.93600	0.15187	0.10053	0.11000
PLANE	50	-0.11231	0.74730	0.65493	1.61710	0.15702	0.21259	2.25349	0.98667	0.01161	8953	0.81151
PLANE	50	-0.12190	0.73609	0.66582	0.96126	-0.54190	-0.58452	1.99071	0.45954	0.01606	2005	0.75690
BOX	50	person	0.85940	-0.17859	-0.30964	1.85300	1.41553	1.07565	1.50200
BOX	50	person	0.49659	-1.16441	0.03367	2.04000	0.11050	0.48049	0.99800
PLANE	55	-0.10912	0.70470	0.70107	1.66099	0.13057	0.16945	2.21922	0.96826	0.01160	9689	0.81163
PLANE	55	-0.12063	0.68923	0.71442	1.00268	-0.46694	-0.60820	1.91139	0.41637	0.01522	1834	0.76669
BOX	55	person	0.91604	-0.17152	-0.33689	1.83300	1.38314	1.00285	1.45600
BOX	55	keyboard	0.40580	-0.19429	-0.63253	1.95900	0.47566	0.13443	0.19027
